Age,Area,CreditAvlb,Firsthand,FloorCount,FloorNumber,Frontage,Fuel,Furniture,MaintenanceFee,Price,Room,Town,Heating_num
14,135,2,1,5,2.0,1,3,0,50,350000,4,9,5
33,125,2,1,3,0.25,1,3,0,50,315000,4,9,5
4,40,2,1,14,1.0,1,3,0,165,165000,1,7,7
15,150,2,1,3,1.0,0,3,0,0,850000,4,9,5
4,265,2,1,10,10.0,0,3,0,120,365000,6,7,5
45,100,0,1,3,2.0,1,0,0,20,130000,3,4,8
16,90,2,1,4,0.0,1,3,0,40,300000,3,9,5
0,190,2,1,16,1.0,1,3,0,0,799000,5,7,7
15,125,2,1,4,4.0,0,3,0,30,225000,4,6,5
15,140,2,1,3,3.0,1,3,0,40,295000,4,3,5
0,140,2,2,6,2.0,1,3,0,0,234500,4,4,5
7,125,2,1,13,9.0,1,3,0,130,200000,4,7,7
0,125,2,2,13,10.0,1,3,0,0,315000,4,3,5
20,90,2,1,2,0.0,1,3,0,0,180000,3,9,5
9,125,2,1,4,3.0,0,3,0,20,295000,4,10,5
32,95,2,1,3,1.0,1,3,1,200,189000,3,9,6
2,210,2,1,11,1.0,1,3,0,100,220000,4,3,6
10,96,2,1,8,8.0,1,3,0,110,130000,3,7,6
0,93,2,2,21,1.0,1,3,0,0,705000,3,9,7
1,100,2,2,18,11.0,0,3,0,0,539000,3,7,7
1,150,2,2,3,3.0,0,3,0,30,255000,5,6,5
10,145,2,1,3,0.25,1,3,0,0,305000,4,9,5
25,95,2,1,3,1.0,1,3,0,30,175000,3,9,5
35,125,2,1,2,1.0,0,3,0,30,217000,4,6,5
7,185,2,1,4,0.0,0,3,0,100,440000,5,9,5
3,125,2,2,3,2.0,1,3,0,30,245000,4,3,5
35,130,2,1,4,2.0,0,3,0,40,370000,4,9,5
10,220,2,1,3,3.0,0,3,0,0,410000,4,9,5
8,120,2,1,3,2.0,0,3,0,0,239000,4,6,5
18,150,2,1,4,1.0,1,3,0,100,635000,4,9,5
10,250,2,1,3,3.0,1,3,0,20,259000,6,7,5
1,190,2,2,3,3.0,1,3,0,50,425000,5,9,5
5,220,2,1,4,4.0,1,3,0,30,418000,6,8,5
10,130,2,1,2,0.5,0,3,0,100,265000,4,9,5
10,140,2,1,3,0.0,1,3,0,20,158000,4,2,5
22,145,2,1,3,1.0,1,3,0,50,485000,4,6,5
10,255,2,1,3,3.0,1,3,0,30,515000,6,9,5
0,200,2,2,12,2.0,1,3,0,0,450000,5,5,7
8,117,2,1,12,5.0,1,3,0,140,180000,4,7,6
10,250,2,1,3,3.0,1,3,0,25,290000,6,3,5
10,135,2,1,3,2.0,1,3,0,0,350000,4,6,5
31,130,2,1,3,2.0,1,3,0,150,365000,4,9,6
0,130,2,2,8,3.0,1,3,0,50,275000,4,4,5
35,130,2,1,5,5.0,0,3,0,350,455000,4,9,6
3,200,2,1,18,1.0,1,3,0,200,500000,5,8,7
18,128,2,1,5,5.0,1,3,0,100,280000,4,8,5
4,165,2,1,9,11.0,1,3,0,210,450000,4,7,7
4,115,2,1,4,3.0,1,3,0,0,235000,4,3,5
20,110,2,1,3,0.0,0,3,0,0,265000,4,4,5
12,225,2,1,3,3.0,1,3,0,0,280000,6,3,5
26,110,2,1,11,9.0,1,3,0,400,615000,4,9,6
22,135,2,2,2,0.5,1,3,0,125,435000,4,9,5
25,125,2,1,2,2.0,1,3,0,0,347000,4,6,5
1,135,2,1,4,0.0,0,3,0,0,278000,4,6,5
1,190,2,2,12,1.0,0,3,0,0,750000,5,7,7
5,120,2,1,5,3.0,1,3,0,0,160000,5,3,5
0,160,2,1,15,7.0,1,3,0,150,470000,5,2,7
0,123,0,0,6,3.0,0,3,0,123,194000,4,2,7
0,135,2,2,4,3.0,1,3,0,0,235000,4,1,5
0,105,2,2,3,3.0,1,3,0,0,220000,3,3,5
2,110,2,1,3,0.5,1,3,0,100,595000,3,9,5
0,185,2,2,12,1.0,1,3,0,0,750000,5,7,6
0,130,2,1,3,3.0,1,3,0,0,239000,4,5,5
28,125,2,1,9,1.0,1,3,0,30,236000,4,8,5
0,150,2,2,11,1.0,1,3,0,0,240000,4,1,5
30,105,2,1,8,3.0,0,3,0,240,410000,3,9,6
0,210,2,2,12,7.0,0,3,0,0,860000,5,7,7
12,115,2,1,3,0.0,1,3,0,30,195000,4,3,5
30,140,2,1,12,10.0,1,3,0,50,265000,4,8,5
7,137,2,1,6,1.0,1,3,0,201,185000,4,7,7
26,125,2,1,4,4.0,1,3,0,0,285000,4,9,5
0,95,2,1,4,3.0,1,3,0,0,210000,3,2,5
0,190,2,2,10,5.0,0,3,0,0,830000,5,7,7
22,130,2,1,3,2.0,1,3,0,40,289000,4,9,5
0,216,2,2,7,5.0,1,3,0,0,1560000,5,9,7
11,120,2,1,2,0.5,0,3,0,50,218000,4,9,5
4,130,2,1,7,1.0,1,3,0,0,185000,4,3,5
25,120,2,1,3,2.0,0,3,0,30,269000,4,9,5
0,80,2,1,3,1.0,1,3,0,0,399000,3,9,5
17,140,2,1,10,0.5,0,3,0,375,660000,4,9,6
0,135,2,2,18,15.0,0,3,0,100,300000,4,1,5
5,260,2,2,3,3.0,0,3,0,70,525000,6,9,5
4,65,2,1,8,2.0,1,3,0,175,197000,2,7,7
35,90,2,1,5,2.0,1,3,0,50,265000,3,9,5
3,300,2,1,9,9.0,0,3,0,0,975000,8,9,7
7,105,2,1,3,1.0,1,3,0,0,115000,3,5,5
0,135,2,2,7,3.0,0,3,0,0,375000,4,9,5
8,200,2,1,9,1.0,1,3,0,200,600000,5,9,5
0,100,2,2,5,0.0,1,3,0,0,449000,4,7,5
2,195,2,2,14,3.0,0,3,0,200,700000,5,4,6
0,135,2,2,4,3.0,1,3,0,0,320000,4,6,5
20,145,2,1,2,1.0,0,3,0,20,375000,4,9,5
0,185,2,2,10,10.0,1,3,0,70,295000,5,3,5
0,260,2,2,3,2.0,0,3,0,0,450000,6,3,5
0,135,2,2,3,1.0,1,3,0,50,455000,4,9,5
8,128,2,1,3,1.0,1,3,0,20,235000,4,7,5
25,90,2,1,2,0.5,1,3,0,30,165000,3,6,5
16,120,2,1,4,2.0,1,3,0,0,179000,4,2,5
0,210,2,2,11,2.0,1,3,0,0,860000,5,9,7
22,115,2,1,3,2.0,1,3,0,40,408000,4,9,5
8,95,2,1,13,5.0,1,3,1,117,155000,3,7,7
4,115,2,2,3,1.0,0,3,0,0,195000,4,4,5
15,110,2,1,3,0.5,1,3,0,20,240000,4,3,5
0,170,2,2,12,2.0,1,3,0,400,840000,5,9,7
15,130,2,1,3,0.5,1,3,0,40,420000,4,9,5
0,190,2,2,4,1.0,0,3,0,0,495000,5,6,5
9,148,2,1,9,0.5,0,3,0,120,405000,4,8,5
8,275,2,1,4,3.0,1,3,0,75,469000,7,6,5
4,48,2,1,4,4.0,1,3,1,67,105000,2,3,6
22,100,2,1,3,0.0,0,3,0,30,149000,3,9,5
3,120,2,1,10,1.0,1,3,0,50,295000,4,3,5
6,180,2,1,8,8.0,1,3,0,500,1500000,6,9,6
12,190,2,1,10,1.0,0,3,0,200,975000,5,9,5
30,85,2,1,3,0.25,0,3,0,30,265000,3,9,5
25,130,2,1,5,0.5,1,3,0,100,300000,4,8,5
0,75,2,1,7,0.5,1,3,0,200,210000,2,8,7
3,115,2,1,3,2.0,1,3,0,0,375000,4,9,5
17,125,2,1,3,2.0,1,3,0,0,360000,4,8,5
0,201,2,1,14,12.0,1,3,0,0,600000,5,5,5
12,185,2,1,8,5.0,1,3,0,0,520000,4,7,5
0,100,2,2,2,0.0,1,3,0,50,345000,3,9,5
30,120,2,1,7,3.0,1,3,0,400,550000,4,9,6
0,120,2,2,5,2.0,0,3,0,0,220000,4,3,5
0,195,2,2,11,2.0,1,3,0,0,820000,5,9,7
10,135,2,1,10,2.0,1,3,0,0,385000,4,3,5
1,140,2,1,4,3.0,1,3,0,0,265000,4,1,5
4,190,2,1,10,4.0,1,3,0,50,370000,5,8,6
4,115,2,1,12,7.0,1,3,0,300,575000,3,9,7
40,120,2,1,4,3.0,0,3,0,40,285000,3,9,5
6,158,2,1,12,4.0,1,3,0,100,385000,4,3,5
0,130,2,2,5,0.5,1,3,0,0,345000,4,10,5
14,135,2,1,4,1.0,0,3,0,60,300000,4,9,5
10,165,2,1,8,1.0,1,3,0,200,450000,4,8,7
25,95,2,1,3,1.0,1,3,1,50,168000,3,9,5
0,165,2,2,4,1.0,1,3,0,50,720000,5,9,5
40,90,2,1,4,1.0,1,3,0,40,195000,3,9,5
39,130,2,1,6,2.0,0,3,0,370,365000,4,9,6
0,224,2,2,12,1.0,1,3,0,0,1620000,6,9,7
27,200,2,1,1,-1.0,1,3,0,0,520000,7,8,5
40,90,2,1,5,0.5,1,3,0,20,150000,2,4,5
22,110,2,1,5,4.0,1,3,0,20,155000,4,2,5
0,180,2,2,12,1.0,0,3,0,0,270000,5,2,7
10,310,2,1,5,5.0,1,3,0,100,645000,8,9,5
8,130,2,1,3,3.0,1,3,1,50,249000,4,6,5
35,90,2,1,6,2.0,1,3,0,20,88000,3,3,5
1,125,2,2,3,2.0,1,3,0,50,350000,4,9,5
15,105,2,1,3,0.5,1,3,0,30,176900,4,3,5
2,110,2,1,3,3.0,1,3,0,0,560000,3,9,5
9,132,2,1,5,3.0,1,3,0,0,370000,4,10,6
26,100,2,1,6,6.0,1,3,0,30,170000,4,8,5
12,85,2,1,3,0.0,1,3,0,0,120000,3,3,5
6,450,2,2,8,8.0,1,3,0,200,1350000,6,9,5
0,200,2,2,3,3.0,1,3,0,100,1250000,5,9,5
8,145,2,1,7,4.0,1,3,0,0,435000,4,8,5
1,210,2,2,5,4.0,1,3,0,450,1650000,6,9,6
18,55,2,1,5,5.0,1,3,1,171,198000,2,7,6
5,300,2,1,13,13.0,1,3,0,170,650000,6,8,7
0,250,2,1,14,14.0,1,3,0,0,980000,5,7,7
0,120,2,2,7,0.0,0,3,0,40,100000,4,6,5
2,130,2,2,4,3.0,1,3,0,100,840000,4,9,5
0,270,2,2,4,4.0,1,3,0,0,400000,7,6,5
10,140,2,1,3,2.0,1,3,0,0,440000,4,9,5
12,148,2,1,5,5.0,1,3,0,0,224000,4,2,5
20,116,2,1,5,0.5,1,3,0,100,485000,4,9,5
1,125,2,1,3,1.0,1,3,0,50,435000,4,4,5
14,90,2,1,3,0.5,0,3,0,30,99000,3,3,5
30,95,2,1,2,1.0,1,3,0,30,142000,3,3,5
11,145,2,1,4,4.0,1,3,0,125,285000,4,7,5
12,167,0,1,9,6.0,1,3,0,0,585000,5,7,5
33,125,2,1,4,2.0,0,3,0,30,395000,4,9,5
20,230,2,1,3,3.0,1,3,0,35,435000,5,9,5
6,250,2,1,3,3.0,1,3,0,0,313000,5,8,5
0,190,2,2,10,0.0,0,3,0,0,699000,5,7,6
20,290,2,1,3,3.0,1,3,0,100,720000,6,9,5
25,130,2,1,4,1.0,1,3,0,0,425000,4,9,5
3,110,2,1,3,0.0,1,3,0,40,210000,4,9,5
9,155,2,1,5,4.0,1,3,0,50,410000,4,8,5
4,210,2,2,14,11.0,0,3,0,1000,1900000,5,9,7
0,163,2,1,15,1.0,1,3,0,310,631000,4,3,6
30,100,2,1,5,4.0,1,3,0,30,435000,3,9,5
10,135,2,2,3,1.0,1,3,0,0,132000,4,1,5
5,145,2,2,11,5.0,0,3,0,60,266000,4,3,5
25,295,2,1,3,3.0,1,3,0,30,550000,6,9,5
15,280,2,1,3,3.0,1,3,0,50,550000,5,4,5
9,120,2,1,3,2.0,1,3,0,20,103500,4,3,5
30,100,2,1,3,0.0,1,3,0,0,198000,3,9,5
15,85,2,1,4,1.0,1,3,0,0,110000,3,3,5
0,135,2,2,4,1.0,1,3,0,40,410000,4,7,5
0,128,2,2,7,3.0,1,3,0,0,260000,4,2,7
10,120,2,1,3,2.0,1,3,0,25,325000,4,6,5
30,85,2,1,4,0.0,1,3,0,200,210000,3,9,6
10,90,2,1,3,1.0,1,3,0,0,126000,3,3,5
8,140,2,1,9,3.0,0,3,0,80,355000,4,8,5
24,110,2,1,8,3.0,1,3,0,75,285000,4,8,5
13,150,2,1,7,3.0,1,3,0,100,445000,4,9,5
0,80,2,2,5,1.0,1,3,0,0,375000,3,9,5
12,165,2,1,10,9.0,1,3,0,80,365000,4,7,5
30,105,2,1,5,0.0,1,3,0,0,220000,3,8,5
27,185,2,1,4,2.0,1,3,0,150,550000,4,8,5
10,115,2,1,3,1.0,1,3,0,0,199000,4,5,5
16,148,2,1,4,3.0,0,3,0,30,385000,4,8,5
5,140,2,1,3,3.0,1,3,0,0,220000,4,3,6
13,100,2,1,3,2.0,1,3,0,30,205000,4,3,5
30,120,2,1,6,2.0,1,3,0,150,335000,4,9,6
13,140,2,1,4,1.0,0,3,0,50,429000,4,9,5
11,270,2,1,3,3.0,0,3,0,0,319000,6,6,5
0,140,2,2,10,8.0,1,3,0,60,460000,4,4,5
18,125,2,1,15,10.0,1,3,0,120,565000,4,9,5
5,220,2,1,12,7.0,1,3,0,150,585000,5,6,6
3,130,2,1,25,17.0,0,3,1,0,600000,4,10,7
25,125,2,1,10,2.0,0,3,0,0,275000,4,8,5
0,97,2,2,6,2.0,1,3,0,0,227000,3,2,7
7,160,2,1,10,6.0,0,3,0,100,469000,4,8,7
0,110,2,1,4,1.0,1,3,0,0,529000,4,9,5
9,400,2,1,7,7.0,1,3,0,150,625000,8,8,5
6,135,2,1,3,1.0,1,3,0,50,305000,4,9,5
0,175,2,2,16,11.0,1,3,0,0,780000,5,9,7
20,100,2,1,3,0.0,1,3,0,30,225000,3,6,5
0,185,2,2,14,10.0,0,3,0,0,775000,5,7,7
18,120,2,1,3,3.0,1,3,0,20,210000,4,3,5
7,117,2,1,12,0.0,0,3,0,118,165000,4,7,7
25,105,2,1,3,0.0,0,3,0,25,135000,3,6,5
14,115,2,1,4,3.0,1,3,0,0,269000,4,7,5
8,140,2,1,12,0.0,1,3,0,100,360000,4,8,5
0,125,2,2,3,2.0,1,3,0,0,210000,4,3,5
9,240,2,1,4,4.0,1,3,0,0,620000,5,9,5
13,115,2,1,3,1.0,1,3,0,25,270000,4,7,5
3,74,2,1,12,12.0,1,3,1,140,285000,2,7,7
22,240,2,1,2,2.0,1,3,0,50,410000,6,9,5
1,185,2,2,18,9.0,1,3,0,200,635000,5,9,5
30,85,2,1,2,0.5,0,3,0,30,168000,3,6,5
18,238,2,1,12,10.0,1,3,0,650,1150000,5,9,6
23,125,2,1,10,10.0,1,3,0,0,238000,4,6,6
15,175,2,1,5,4.0,1,3,0,70,650000,5,9,5
5,140,2,1,10,10.0,1,3,1,0,215000,4,4,5
4,135,2,1,5,1.0,1,3,0,30,181000,4,6,5
35,105,2,1,5,0.0,1,3,0,30,400000,3,9,5
15,200,2,1,3,3.0,1,3,0,0,280000,5,3,5
23,130,2,1,3,3.0,0,3,0,50,410000,4,9,5
15,150,2,1,4,2.0,1,3,0,100,485000,5,9,5
5,130,2,2,3,3.0,0,3,0,20,220000,4,3,5
18,100,2,1,11,4.0,1,3,0,350,535000,4,9,6
12,100,2,1,3,1.0,0,3,0,20,160000,3,7,5
0,245,2,2,5,1.0,1,3,0,50,490000,5,3,5
0,180,2,2,13,12.0,0,3,0,150,540000,4,4,7
2,295,2,1,3,3.0,1,3,0,50,395000,5,3,5
0,215,2,2,8,8.0,1,3,0,0,980000,6,7,7
24,120,2,1,5,0.25,1,3,0,30,118000,4,2,5
20,105,2,1,2,0.0,1,3,0,0,235000,4,9,5
18,110,2,1,11,2.0,0,3,0,400,515000,4,9,6
0,110,2,2,4,1.0,1,3,0,40,415000,4,3,5
9,155,2,1,2,2.0,1,3,0,0,399000,4,10,6
25,130,2,1,5,5.0,1,3,0,200,298000,4,8,6
0,165,2,2,10,5.0,0,3,1,148,145000,4,4,7
15,150,2,1,2,0.5,0,3,0,30,285000,4,9,5
18,72,2,1,4,1.0,1,3,0,236,168000,2,7,6
26,90,1,1,4,4.0,1,3,0,320,390000,3,9,6
0,185,2,2,14,9.0,0,3,0,0,820000,5,7,7
40,135,2,1,4,3.0,1,3,0,400,395000,4,9,6
35,135,2,1,13,1.0,1,3,0,300,345000,4,8,6
20,140,2,1,5,5.0,0,3,0,80,310000,4,8,5
0,160,2,1,10,3.0,1,3,0,0,330000,4,3,5
4,72,2,1,43,21.0,1,3,0,370,425000,2,9,7
35,120,2,1,3,0.5,1,3,0,0,475000,4,9,6
30,140,2,1,5,1.0,1,3,1,20,220000,4,3,5
5,486,2,2,14,13.0,0,3,0,603,1200000,6,10,7
0,130,2,2,3,3.0,1,3,0,0,285000,4,6,5
11,135,2,1,5,1.0,0,3,0,100,305000,5,9,5
3,300,2,2,8,8.0,1,3,0,0,950000,7,7,5
40,220,2,1,7,6.0,1,3,0,0,1650000,4,9,6
5,486,2,2,14,13.0,0,3,0,603,1200000,6,9,7
8,195,2,1,10,5.0,0,3,0,350,725000,5,9,5
1,298,2,2,21,1.0,0,3,0,720,1220000,5,10,7
1,200,2,1,14,12.0,1,3,0,300,860000,5,8,7
13,130,2,1,4,1.0,1,3,0,50,305000,4,9,5
0,125,2,2,3,1.0,1,3,0,0,265000,4,7,5
2,185,2,1,13,10.0,0,3,0,0,739000,5,7,7
20,130,2,1,3,1.0,1,3,0,180,398000,4,6,6
1,115,2,2,3,0.5,1,3,0,0,170000,4,3,5
2,110,2,1,3,1.0,1,3,0,75,810000,3,9,5
13,125,2,1,4,1.0,1,3,0,50,345000,4,9,5
16,120,2,1,5,5.0,0,3,0,0,285000,4,10,5
0,280,2,2,4,4.0,1,3,0,50,450000,6,3,5
8,150,2,1,8,2.0,1,3,0,120,490000,4,8,5
0,150,2,2,4,2.0,1,3,0,0,280000,4,1,5
20,125,2,1,6,6.0,1,3,0,50,350000,4,8,5
4,130,2,1,6,0.5,1,3,0,0,223000,4,5,5
19,120,2,1,4,4.0,1,3,0,30,300000,4,6,5
40,110,2,1,11,0.0,0,3,0,200,125000,3,4,6
7,117,2,1,13,8.0,0,3,0,135,175000,4,7,7
1,95,2,2,5,0.0,1,3,0,0,300000,3,9,6
10,280,2,1,4,3.0,1,3,0,0,360000,7,3,5
15,110,2,1,6,2.0,1,3,0,50,190000,4,3,5
28,140,2,1,10,1.0,1,3,0,250,198000,4,8,6
0,55,2,2,4,2.0,1,3,0,150,270000,2,9,5
16,160,2,1,3,2.0,1,3,0,40,385000,5,8,5
5,140,2,1,3,3.0,1,3,0,50,200000,4,6,5
13,130,0,1,3,3.0,0,3,0,30,285000,4,7,5
1,221,2,2,21,12.0,1,3,0,0,1400000,5,9,7
6,100,2,1,5,1.0,1,3,0,50,265000,4,3,5
1,150,2,1,4,2.0,0,3,0,200,850000,4,9,7
4,155,2,1,14,1.0,1,3,0,300,415000,4,8,6
30,110,2,1,3,3.0,1,3,0,0,540000,4,9,5
10,127,2,1,4,2.0,1,3,0,120,450000,4,9,5
0,160,1,2,9,2.0,1,3,0,150,139000,4,4,7
7,105,2,1,6,0.25,1,3,0,75,97500,3,7,5
0,140,2,2,5,2.0,1,3,0,25,225000,4,6,5
0,90,2,2,14,1.0,1,3,0,0,505000,3,9,7
18,150,2,1,6,6.0,1,3,0,50,390000,4,8,5
1,140,2,2,15,14.0,1,3,0,0,350000,4,3,5
0,130,0,2,23,0.0,0,3,0,0,479000,4,7,7
6,130,2,1,3,0.5,1,3,0,20,165000,4,6,5
55,60,2,1,3,3.0,1,3,0,20,210000,2,9,5
12,130,2,1,4,4.0,1,3,0,0,465000,4,9,5
25,105,2,1,3,1.0,1,3,0,0,165000,3,6,5
20,185,2,2,3,1.0,1,3,0,0,750000,4,9,5
38,120,2,1,4,2.0,1,3,0,35,276000,4,9,5
35,100,2,1,4,3.0,1,3,0,20,200000,4,4,5
20,250,2,1,5,3.0,1,3,0,0,1500000,6,9,6
10,130,2,1,3,0.0,1,3,0,0,410000,4,9,5
40,120,2,1,3,3.0,1,3,0,0,250000,4,3,5
4,100,2,1,10,0.0,1,3,0,180,345000,2,7,7
8,175,2,1,3,1.0,1,3,0,100,420000,5,9,5
1,170,2,1,4,1.0,1,3,0,0,289000,5,6,5
8,95,2,1,11,11.0,0,3,0,75,65000,3,7,6
9,195,2,1,3,3.0,0,3,0,0,310000,5,7,5
25,110,2,1,2,2.0,1,3,0,15,270000,3,9,5
4,180,2,1,12,4.0,1,3,0,250,745000,5,8,0
10,260,2,1,3,3.0,1,3,0,50,480000,6,9,5
20,200,2,1,14,2.0,1,3,0,600,715000,5,9,6
7,210,2,1,3,3.0,1,3,0,25,825000,5,8,5
29,110,2,1,3,1.0,1,3,0,320,490000,4,9,6
0,150,2,2,3,1.0,0,3,0,0,225000,4,4,5
19,280,2,1,3,3.0,1,3,0,30,520000,7,6,5
0,165,2,2,10,2.0,0,3,0,0,850000,5,7,6
15,145,2,1,3,2.0,1,3,0,30,415000,4,4,5
0,120,2,2,14,5.0,1,3,0,50,230000,4,3,6
10,110,2,1,4,0.5,1,3,0,40,365000,4,8,5
4,140,2,1,3,2.0,1,3,0,30,235000,4,4,5
2,155,2,1,3,1.0,1,3,0,25,405000,4,9,5
19,100,2,1,4,3.0,1,3,0,30,185000,4,2,5
6,179,2,1,14,0.0,1,3,0,440,510000,4,9,7
8,130,2,1,4,1.0,1,3,0,50,330000,4,9,5
2,135,2,2,4,5.0,1,3,0,0,250000,4,6,5
0,195,2,2,10,1.0,0,3,0,0,670000,5,7,5
7,100,2,1,3,0.5,1,3,1,25,165000,3,7,5
5,110,2,1,6,1.0,1,3,0,30,139500,4,7,5
13,130,2,1,4,3.0,1,3,0,100,470000,4,9,5
7,184,2,1,7,3.0,1,3,0,230,590000,5,7,7
6,130,2,1,8,2.0,1,3,0,0,230000,4,3,5
8,200,2,1,15,14.0,0,3,0,90,560000,6,7,5
19,90,2,1,4,4.0,1,3,0,0,123000,3,2,5
25,135,2,1,4,3.0,1,3,0,0,135000,5,6,5
10,140,2,1,10,10.0,1,0,0,75,115000,4,1,6
5,150,2,2,16,14.0,1,3,0,125,290000,4,3,5
35,115,2,1,4,1.0,1,3,0,30,250000,4,9,5
1,170,2,2,30,21.0,1,3,0,0,620000,4,9,7
20,120,2,1,3,2.0,1,3,0,30,335000,4,9,5
35,150,2,1,5,1.0,1,3,0,30,265000,4,6,5
0,200,2,2,13,0.5,0,3,0,0,645000,5,8,7
1,117,2,1,5,4.0,1,3,0,0,563000,3,9,0
0,178,2,2,3,2.0,1,3,0,0,675000,5,8,5
28,140,2,1,4,3.0,1,3,0,280,450000,5,9,6
13,120,2,1,3,0.0,1,3,0,50,550000,4,9,5
23,135,2,1,4,4.0,0,3,0,30,355000,4,9,5
10,320,2,1,3,3.0,1,3,0,35,460000,6,3,5
0,140,2,2,12,10.0,0,3,0,0,315000,4,2,6
2,300,2,1,12,12.0,1,3,0,100,550000,7,8,7
30,90,2,1,4,0.25,0,3,0,130,225000,4,9,5
14,280,2,1,3,3.0,1,3,0,0,600000,6,8,5
0,130,2,2,8,2.0,1,3,0,50,275000,4,4,5
10,125,2,1,6,4.0,0,3,0,0,300000,4,8,5
0,150,2,2,7,2.0,1,3,0,460,940000,3,9,7
0,160,2,2,19,3.0,0,3,0,100,350000,4,3,5
5,450,2,1,4,3.0,1,3,0,25,2300000,7,4,5
3,250,2,2,3,3.0,1,3,0,30,280000,5,3,5
12,135,2,1,3,2.0,1,3,0,20,238500,4,5,5
18,128,2,1,15,15.0,1,3,0,800,550000,4,9,6
1,120,2,2,3,2.0,1,3,0,40,315000,4,3,5
7,120,2,1,3,0.5,1,3,0,0,148000,4,3,5
0,150,2,1,34,21.0,1,3,0,0,775000,4,10,7
0,78,2,2,3,3.0,1,3,0,150,445000,2,9,7
0,165,2,2,3,1.0,0,3,0,50,345000,5,6,5
0,150,2,2,3,0.0,1,3,0,0,630000,4,10,5
0,85,2,2,5,2.0,0,3,0,50,465000,3,9,5
7,500,2,1,5,5.0,1,3,0,0,850000,7,7,5
0,130,2,1,9,3.0,1,3,0,400,600000,4,8,7
12,130,2,1,3,2.0,1,3,0,0,275000,4,6,5
32,145,2,1,3,2.0,1,3,0,35,350000,4,6,5
32,80,0,1,6,5.0,1,3,0,0,140000,3,8,5
15,160,2,1,3,3.0,1,3,0,20,349000,4,10,5
5,110,2,1,3,0.25,1,3,0,25,115000,3,4,5
35,90,2,1,4,3.0,1,3,0,317,385000,3,9,6
14,170,2,1,4,1.0,1,3,0,0,650000,4,9,5
5,110,2,1,3,0.5,0,3,0,0,162000,4,1,5
35,90,2,1,3,0.0,1,3,0,15,140000,4,3,5
30,110,2,1,4,2.0,1,3,0,30,185000,4,4,5
25,125,2,1,4,4.0,1,3,0,0,109000,4,1,5
20,135,2,1,4,2.0,0,3,0,0,480000,4,9,5
40,125,2,2,4,0.25,1,3,0,200,420000,4,9,6
9,350,2,1,10,10.0,1,3,0,180,875000,8,9,5
5,130,2,1,3,1.0,1,3,0,50,330000,4,9,5
25,110,2,1,5,5.0,1,3,0,20,155000,4,2,5
2,85,2,1,4,4.0,0,3,0,90,520000,3,9,5
19,100,2,1,4,3.0,1,3,0,30,235000,4,2,5
15,135,2,1,4,0.5,1,3,0,30,330000,4,8,5
1,75,2,1,6,2.0,1,3,0,0,645000,2,9,7
0,119,2,2,2,1.0,1,3,0,0,362000,3,7,5
10,125,2,1,4,0.25,1,3,0,35,140000,4,7,5
7,135,2,1,4,0.25,0,3,1,50,185000,4,4,5
23,105,2,1,5,3.0,1,3,0,250,385000,3,9,6
4,85,2,1,5,5.0,1,3,0,0,415000,3,9,7
1,245,2,2,25,13.0,0,3,0,700,1225000,6,9,7
15,127,2,1,4,1.0,1,3,0,25,166000,4,2,5
40,125,2,1,5,5.0,1,3,0,40,285000,4,9,5
0,120,2,2,4,4.0,1,3,0,200,800000,3,9,6
55,130,2,1,4,1.0,1,3,0,40,290000,4,9,5
4,90,2,1,26,4.0,1,3,0,550,510000,3,10,7
25,115,2,1,3,3.0,1,3,0,295,307000,4,7,6
8,135,2,1,3,2.0,1,3,0,0,337000,4,9,5
20,115,2,1,3,0.5,1,3,0,50,350000,4,9,5
15,150,2,1,3,2.0,1,3,0,0,259000,4,6,5
10,110,2,1,3,2.0,1,3,0,0,120000,4,3,5
15,115,2,1,3,1.0,1,3,0,0,163000,4,5,5
12,136,2,1,5,5.0,1,3,0,50,187000,4,1,5
20,180,2,1,4,4.0,1,3,0,100,690000,5,9,5
0,165,2,2,9,8.0,1,3,0,0,350000,4,1,5
30,95,2,2,3,0.0,0,3,0,30,147000,4,6,5
0,206,2,1,14,12.0,1,3,0,0,620000,5,5,5
1,335,2,2,11,11.0,1,3,0,0,1300000,7,9,6
0,100,2,2,4,0.5,1,3,0,50,600000,3,9,5
0,650,2,2,11,11.0,1,3,0,100,750000,8,5,5
15,195,2,1,10,2.0,0,3,0,450,610000,5,9,6
0,190,2,2,14,9.0,0,3,0,0,780000,5,7,6
42,100,2,1,4,2.0,0,3,0,20,230000,3,9,5
18,135,2,1,4,3.0,0,3,0,30,179000,4,2,5
30,85,2,1,3,3.0,1,3,0,30,150000,3,9,5
29,80,2,1,5,3.0,1,3,1,100,275000,3,9,5
12,135,2,1,4,1.0,0,3,0,50,345000,4,9,5
0,210,2,0,17,1.0,0,3,0,0,830000,5,9,6
25,189,2,1,3,2.0,1,3,0,0,500000,5,8,5
3,215,2,2,24,20.0,1,3,0,500,1099000,5,9,7
0,412,2,1,14,13.0,1,3,0,0,910000,6,5,5
25,130,2,1,2,2.0,1,3,0,35,323000,4,9,5
0,100,2,2,7,1.0,0,3,0,0,157000,3,2,7
10,142,2,1,8,4.0,1,3,0,330,465000,4,7,6
21,135,2,1,6,4.0,0,3,0,50,280000,4,8,5
0,370,2,2,4,4.0,1,3,0,50,419000,7,6,5
